reaction_id,ec4
12542,2.1.1.102
12543,2.4.1.318
23662,4.2.1.170
23663,2.3.3.17
23664,2.3.3.17
23665,2.3.3.17
23666,2.3.3.17
23667,2.3.3.17
22457,5.3.1.25
22458,4.1.2.17
22459,2.7.1.51
13096,3.1.1.45
13097,1.14.12.26
13098,1.3.1.119
13100,5.5.1.7
13101,5.5.1.7
5282,3.2.2.16
5282,3.2.2.9
4657,3.1.1.45
4658,1.14.12.26
4659,1.3.1.119
4661,5.5.1.7
6215,1.13.11.68
6216,1.13.11.69
21299,1.14.19.61
21300,2.5.1.M12
7148,4.1.2.21
7148,4.1.2.55
7149,2.7.1.178
7149,2.7.1.58
7151,3.1.1.17
7591,2.1.1.14
7592,2.3.1.46
7593,2.5.1.48
7594,4.4.1.28
7594,4.3.1.17
7594,4.4.1.25
7594,4.4.1.35
7594,4.4.1.13
7595,3.5.99.10
7596,4.4.1.13
7597,2.1.1.13
7597,2.1.1.14
7598,2.1.1.13
19542,2.5.1.36
19543,2.5.1.36
19544,1.14.14.135
19545,1.14.14.135
19546,1.14.14.135
14483,3.5.3.11
14484,4.1.1.19
20489,1.14.13.154
22520,1.14.14.40
22521,1.14.14.45
22522,3.4.19.16
22523,2.8.2.24
22524,2.4.1.195
22525,4.4.1.13
22527,4.4.1.M2
22530,3.4.13.23
22572,4.1.1.52
22573,2.3.1.165
6612,5.4.99.62
6613,2.7.1.15
10183,3.5.4.31
10184,2.4.2.44
17779,4.3.1.19
17780,1.2.1.25
19307,3.5.1.53
19308,3.5.3.12
19309,4.1.1.19
3961,2.1.1.110
3963,1.14.14.117
7529,2.4.1.31
21370,1.1.1.348
21371,1.3.1.45
21372,4.2.1.139
21373,1.14.14.89
9613,2.8.2.38
9616,3.4.19.16
9617,4.4.1.M2
9618,3.4.13.23
9619,1.14.14.42
9620,4.4.1.13
9621,2.4.1.195
9622,1.14.13.237
9745,2.7.1.55
5785,3.2.2.16
5785,3.2.2.9
5786,2.7.1.100
3970,1.1.1.255
3971,2.7.1.7
3972,5.3.1.8
23140,2.1.1.14
23141,2.1.1.13
23141,2.1.1.14
23142,2.1.1.13
16764,2.1.1.46
16765,4.2.1.105
16766,4.2.1.105
16767,2.1.1.212
16768,4.2.1.105
16769,2.1.1.212
7079,2.4.1.38
7080,2.4.1.152
7081,2.4.1.65
7082,2.4.99.6
7083,2.4.1.69
7084,2.4.1.152
7085,2.4.1.86
7086,2.4.1.344
7087,2.4.1.69
7275,1.14.13.237
7276,2.8.2.38
7279,3.4.19.16
7280,4.4.1.M2
7285,3.4.13.23
7286,1.14.14.42
7287,4.4.1.13
7288,2.4.1.195
7290,1.14.11.M8
22133,2.7.1.49
22134,2.7.1.50
22135,2.7.4.7
22136,2.5.1.3
3967,6.2.1.13
10165,5.3.1.8
23498,2.1.1.14
23499,2.7.1.39
23500,4.4.1.28
23500,4.3.1.17
23500,4.4.1.25
23500,4.4.1.35
23500,4.4.1.13
23501,3.5.99.10
23502,4.4.1.13
23503,2.5.1.48
4634,1.14.14.90
15169,5.4.3.2
15170,5.4.3.3
15171,1.4.1.11
15172,2.3.1.8
15173,2.3.1.16
15173,2.3.1.9
15174,2.7.2.15
15174,2.7.2.1
15175,2.8.3.9
15176,4.3.1.14
15177,2.3.1.247
15178,1.3.8.1
6761,1.14.15.33
6762,1.14.15.33
6763,2.3.1.240
6764,2.4.1.277
6765,1.14.15.33
6766,1.14.15.33
17739,1.3.1.119
17740,1.14.12.26
11849,1.14.14.156
11850,3.4.19.16
11851,2.4.1.195
11852,2.8.2.24
11853,1.14.14.45
11855,4.4.1.M2
11859,4.4.1.13
11860,3.4.13.23
11862,1.14.13.M51
6244,3.6.1.28
6245,2.7.4.15
10481,1.1.1.127
10482,4.1.2.14
10482,4.1.2.55
10483,2.7.1.178
10483,2.7.1.45
10484,5.5.1.25
10485,1.1.1.389
4053,1.2.1.12
4054,5.4.2.11
4055,5.3.1.6
4056,5.3.1.9
4057,1.1.1.27
4058,4.2.1.11
4059,4.1.2.22
4060,2.2.1.1
4061,2.2.1.2
4062,2.7.1.2
4062,2.7.1.1
4063,2.7.1.40
4064,2.7.2.15
4064,2.7.2.1
4065,2.7.2.3
4066,4.1.2.9
8522,3.1.1.17
8524,5.4.2.3
8524,5.4.2.8
8524,5.4.2.2
8524,5.4.2.5
8524,5.4.2.10
8525,2.7.1.2
8525,2.7.1.1
8526,1.1.5.9
8526,1.1.5.2
8527,1.1.5.2
9398,1.3.1.45
9399,4.2.1.139
9400,1.14.14.88
9401,1.14.19.63
9402,1.14.14.89
9403,1.1.1.348
4076,2.8.3.18
15262,2.8.2.38
15265,3.4.19.16
15266,4.4.1.M2
15267,3.4.13.23
15268,1.14.14.42
15269,4.4.1.13
15270,2.4.1.195
15271,1.14.13.237
17280,1.2.1.10
17281,4.1.2.4
17282,5.4.2.7
8827,1.2.1.12
8828,5.4.2.11
8829,1.1.1.27
8830,1.1.1.28
8831,4.2.1.11
8832,2.7.1.40
8833,2.7.2.3
8834,2.2.1.1
9464,1.2.1.27
9464,1.2.1.18
9465,2.6.1.ak
4750,5.3.3.2
4751,1.1.1.34
4752,2.3.1.16
4752,2.3.1.9
4753,2.3.3.10
4754,2.7.1.36
4755,2.7.4.26
4756,4.1.1.99
16847,2.1.1.154
16848,5.5.1.6
16849,2.1.1.150
16850,4.2.1.105
16851,1.14.14.87
16852,4.2.1.105
6012,1.1.1.6
6012,1.1.1.245
6012,1.1.1.306
6012,1.1.1.14
6012,1.1.1.103
6012,1.1.1.284
6012,1.1.1.244
6012,1.1.1.184
6012,1.1.1.1
6012,1.1.1.73
6012,1.1.1.2
6012,1.1.1.202
6012,1.1.1.71
6012,1.1.1.80
6012,1.1.1.B4
6012,1.1.1.77
6012,1.1.1.307
6012,1.1.1.21
6012,1.1.1.78
6012,1.1.1.11
6012,1.1.1.192
6012,1.1.1.17
6013,1.2.1.10
6014,2.3.1.8
6015,2.7.2.15
6015,2.7.2.1
6016,4.2.1.112
6017,1.1.1.1
6018,1.1.1.6
6018,1.1.1.245
6018,1.1.1.306
6018,1.1.1.14
6018,1.1.1.103
6018,1.1.1.284
6018,1.1.1.244
6018,1.1.1.184
6018,1.1.1.1
6018,1.1.1.73
6018,1.1.1.2
6018,1.1.1.202
6018,1.1.1.71
6018,1.1.1.80
6018,1.1.1.B4
6018,1.1.1.77
6018,1.1.1.307
6018,1.1.1.21
6018,1.1.1.78
6018,1.1.1.11
6018,1.1.1.192
6018,1.1.1.17
12280,2.3.1.188
15867,2.3.1.94
15868,2.4.1.278
15869,2.4.1.328
15870,1.14.15.35
13655,3.4.19.16
13656,4.4.1.M2
13657,3.4.13.23
13658,1.14.14.42
13659,4.4.1.13
13660,2.4.1.195
13661,2.8.2.38
13662,1.14.13.237
13663,1.14.11.M8
12016,2.7.7.69
18177,1.2.1.27
18177,1.2.1.18
18178,2.6.1.18
9144,4.3.1.25
9144,4.3.1.24
9145,2.1.1.104
9146,2.1.1.68
9147,2.3.1.110
9148,3.1.2.2
9149,3.1.2.2
9150,6.2.1.12
9151,6.2.1.34
9152,6.2.1.3
9153,1.14.14.96
9157,1.14.14.80
9158,1.14.14.80
9161,6.2.1.3
9162,1.14.14.91
10886,2.5.1.129
10887,2.7.4.26
4128,1.14.12.26
14692,2.3.1.8
14693,2.7.2.15
14693,2.7.2.1
13111,3.1.2.2
13112,3.1.2.2
13113,3.1.2.2
13114,6.2.1.3
13115,6.2.1.3
13116,1.14.14.130
13117,1.14.14.80
13118,1.14.14.80
13119,1.14.14.80
13120,6.2.1.3
13121,6.2.1.3
13122,1.2.1.84
13123,1.2.1.84
13124,1.2.1.84
13127,1.2.1.84
4309,1.1.1.237
4310,2.6.1.5
4311,2.1.1.6
15325,5.3.3.2
15326,1.1.1.34
15327,2.3.1.16
15327,2.3.1.9
15328,2.3.3.10
15329,2.7.4.26
15330,2.7.1.185
15331,2.7.1.186
15332,4.1.1.110
4095,1.3.1.51
11063,2.1.1.239
22309,1.14.14.36
22310,2.8.2.24
22311,2.4.1.195
22312,4.4.1.13
22315,3.4.19.16
22316,4.4.1.M2
22317,3.4.13.23
19069,2.7.1.56
11117,3.5.3.12
11117,2.1.3.6
11117,2.1.3.3
11118,3.5.1.110
11118,4.2.1.104
11119,6.3.5.5
11119,6.3.4.16
11119,6.3.4.14
11119,2.7.2.2
7858,2.3.1.30
7859,2.3.1.58
7860,2.5.1.118
5412,7.3.2.7
5413,1.20.4.1
14963,1.4.1.2
14964,2.3.1.16
14964,2.3.1.9
14965,7.2.4.5
14966,4.2.1.150
14967,4.2.1.167
14968,1.1.1.399
14969,6.2.1.13
14970,1.1.1.35
14971,2.8.3.1
14971,2.8.3.8
14972,2.8.3.12
14973,1.3.8.1
5784,1.8.2.4
9458,2.7.1.165
10146,5.4.3.5
10147,1.4.1.12
10148,1.5.1.2
10149,2.6.1.13
10150,2.3.1.263
10152,1.21.4.1
5208,5.3.3.2
5209,4.1.1.33
5210,1.1.1.34
5211,2.3.1.16
5211,2.3.1.9
5212,2.3.3.10
5213,2.7.1.36
5214,2.7.4.2
16783,1.3.1.51
16784,4.2.1.139
16785,1.14.14.90
16786,1.1.1.348
16787,1.14.14.93
17208,1.14.14.34
17209,1.14.14.35
17210,1.14.13.245
17211,1.14.13.245
22887,2.4.1.277
22888,1.14.15.33
22889,1.14.15.33
22890,2.3.1.239
22891,1.14.15.33
22892,1.14.15.33
13318,1.8.3.4
13319,1.14.13.131
21873,2.7.1.53
19820,1.1.1.295
10362,4.3.1.12
14915,1.4.3.16
14916,2.4.2.19
14917,2.5.1.72
14918,3.2.2.M4
11052,2.3.1.143
11053,2.3.1.90
11054,2.4.1.136
13103,4.1.2.40
13104,2.7.1.144
13105,3.5.1.25
14089,2.1.1.49
7834,7.2.4.1
7835,2.3.1.187
7836,6.2.1.35
21831,2.1.1.270
12589,2.4.99.21
12593,2.4.1.356
12596,2.4.1.83
20552,6.4.1.3
20553,5.4.99.2
20554,1.1.1.39
20555,4.2.1.2
20556,2.8.3.18
20557,6.2.1.5
20558,1.2.1.104
20559,1.3.5.4
20560,2.8.3.M4
15077,2.1.1.237
15078,2.1.1.238
8392,5.4.99.1
8393,4.1.3.22
8394,4.2.1.34
8395,4.3.1.2
4103,5.3.3.2
4104,4.6.1.12
4105,1.1.1.267
4106,2.7.1.148
4107,2.7.7.60
4108,2.2.1.7
4109,1.17.7.4
4110,1.17.7.4
4111,1.17.7.3
13185,1.14.14.156
13186,3.4.19.16
13187,2.5.1.18
13188,3.4.13.23
22934,3.1.1.17
22935,1.1.1.43
22936,1.1.99.3
22937,2.7.1.13
22938,1.1.5.9
22938,1.1.5.2
22939,1.1.5.2
8978,3.1.3.71
8979,4.4.1.19
8980,4.1.1.79
8981,1.1.1.37
8981,1.1.1.375
8981,1.1.1.337
17958,1.1.1.178
17959,2.8.3.1
17960,2.3.1.16
17961,4.2.1.150
17962,1.3.8.5
7999,2.3.1.145
20275,3.2.1.52
20276,3.2.1.14
20277,3.2.1.201
20279,1.14.99.53
20280,3.2.1.200
20281,3.2.1.165
20281,3.2.1.52
20135,2.1.1.12
20136,1.2.1.8
18512,4.1.2.40
18513,2.7.1.144
18514,3.5.1.25
7206,2.3.1.187
7207,4.1.1.87
4523,4.2.1.105
4524,2.1.1.46
4525,1.14.20.5
4526,2.1.1.150
4527,1.14.14.87
4528,1.14.14.88
4531,1.14.19.76
4532,1.14.14.87
21167,2.1.1.12
21168,4.1.1.M23
21169,1.4.3.M4
21170,1.2.1.8
20449,4.1.1.79
20450,2.5.1.76
20451,2.6.1.1
6219,4.1.1.31
6220,1.1.1.6
6220,1.1.1.245
6220,1.1.1.306
6220,1.1.1.14
6220,1.1.1.103
6220,1.1.1.284
6220,1.1.1.244
6220,1.1.1.184
6220,1.1.1.1
6220,1.1.1.73
6220,1.1.1.2
6220,1.1.1.202
6220,1.1.1.71
6220,1.1.1.80
6220,1.1.1.B4
6220,1.1.1.77
6220,1.1.1.307
6220,1.1.1.21
6220,1.1.1.78
6220,1.1.1.11
6220,1.1.1.192
6220,1.1.1.17
6221,1.1.1.28
6222,1.1.1.299
6222,1.1.1.81
6222,1.1.1.27
6222,1.1.1.96
6222,1.1.1.28
6222,1.1.1.38
6222,1.1.1.95
6222,1.1.1.82
6222,1.1.1.375
6222,1.1.1.85
6222,1.1.1.37
6222,1.1.1.337
6223,1.1.1.42
6224,4.2.1.2
6225,1.2.1.10
6226,4.2.1.117
6226,4.2.1.3
6227,2.3.1.8
6228,2.3.3.3
6229,2.7.1.40
6230,2.7.2.15
6230,2.7.2.1
6231,1.1.1.1
6232,4.2.1.3
6233,2.3.1.54
6234,1.3.5.4
6234,1.3.5.1
6236,1.3.5.4
6237,1.1.1.6
6237,1.1.1.245
6237,1.1.1.306
6237,1.1.1.14
6237,1.1.1.103
6237,1.1.1.284
6237,1.1.1.244
6237,1.1.1.184
6237,1.1.1.1
6237,1.1.1.73
6237,1.1.1.2
6237,1.1.1.202
6237,1.1.1.71
6237,1.1.1.80
6237,1.1.1.B4
6237,1.1.1.77
6237,1.1.1.307
6237,1.1.1.21
6237,1.1.1.78
6237,1.1.1.11
6237,1.1.1.192
6237,1.1.1.17
12788,1.4.3.16
12789,2.4.2.19
12790,2.5.1.72
12791,3.2.2.M4
4193,2.6.1.88
4195,2.1.1.373
5928,5.3.3.14
5929,1.3.3.6
5930,2.3.1.179
5930,2.3.1.41
5931,1.1.1.100
5932,4.2.1.59
5933,1.3.1.9
5897,1.10.3.2
5898,1.11.1.7
5900,1.14.19.74
5901,1.14.19.74
9466,1.14.13.154
9467,2.1.1.254
9468,2.1.1.254
9469,1.14.13.154
17395,2.6.1.1
17396,4.3.1.1
13087,5.3.3.2
13088,4.6.1.12
13089,1.1.1.267
13090,2.7.1.148
13091,2.7.7.60
13092,2.2.1.7
13093,1.17.7.4
13094,1.17.7.1
13095,1.17.7.4
9526,5.5.1.4
9527,2.7.7.74
9528,2.7.8.34
5715,1.17.3.3
5716,3.5.1.107
4340,3.1.3.74
4396,5.3.3.14
4397,4.2.1.59
4398,2.3.1.179
4398,2.3.1.41
4399,1.1.1.100
4400,4.2.1.59
4401,1.3.1.9
10876,2.7.1.6
10877,2.7.7.10
10877,2.7.7.64
10878,2.7.7.9
10878,2.7.7.64
10879,3.2.1.22
5954,4.1.1.6
6633,3.1.3.23
6634,5.4.2.3
6634,5.4.2.8
6634,5.4.2.2
6634,5.4.2.5
6634,5.4.2.10
6635,5.3.1.9
6636,2.4.1.14
6637,2.7.1.2
6637,2.7.1.1
6638,2.7.7.9
6638,2.7.7.64
6639,2.4.1.1
6640,2.4.1.25
13693,2.7.2.16
15923,1.14.19.11
15924,2.3.1.179
15925,3.1.2.14
15926,1.1.1.100
13243,5.4.99.2
13244,1.1.1.299
13244,1.1.1.81
13244,1.1.1.27
13244,1.1.1.96
13244,1.1.1.28
13244,1.1.1.38
13244,1.1.1.95
13244,1.1.1.82
13244,1.1.1.375
13244,1.1.1.85
13244,1.1.1.37
13244,1.1.1.337
13245,4.2.1.2
13246,2.1.3.1
13247,2.8.3.M4
13248,1.3.5.4
13248,1.3.5.1
13249,1.3.5.4
11069,1.4.1.4
11069,1.4.1.13
11069,1.4.1.3
12776,1.1.1.392
12777,1.1.1.393
12778,1.1.1.392
12779,1.1.1.393
8357,3.1.3.23
8358,5.3.1.9
8359,2.4.1.14
16259,5.4.99.4
16260,1.3.7.1
16261,4.1.3.32
16262,5.3.3.6
16263,1.17.1.5
16264,4.2.1.85
16265,1.1.1.291
16266,3.5.2.18
6302,2.3.1.179
6302,2.3.1.41
6303,1.1.1.100
6304,4.2.1.59
6305,1.3.1.9
6660,3.5.1.38
6660,3.5.1.1
6661,4.3.1.1
19149,4.2.1.54
19150,2.8.3.1
19151,1.3.1.95
19152,2.8.3.1
18150,3.1.1.15
18151,1.1.1.26
18152,4.1.2.18
18153,4.2.1.25
18154,2.3.3.9
18157,1.1.1.376
21561,1.3.8.10
21562,1.3.8.11
13201,2.3.1.179
13202,3.1.2.14
13203,1.1.1.100
13204,4.2.1.59
13205,1.3.1.9
13206,2.3.1.179
13206,2.3.1.41
20726,2.7.8.11
21742,4.4.1.3
9105,4.1.1.15
9106,1.2.1.24
9107,2.6.1.19
9108,2.6.1.96
9109,1.1.1.co
7780,1.1.1.52
7781,1.1.1.391
7782,1.1.1.52
7783,1.1.1.391
21936,2.1.1.269
21937,2.1.1.269
21214,3.5.1.33
21215,3.5.99.6
21216,2.7.1.147
21218,3.5.1.136
21219,3.2.1.14
21220,3.2.1.201
20382,1.13.11.9
20383,1.14.13.114
20384,3.5.1.107
20385,1.17.2.1
20386,3.5.1.106
16546,1.1.1.259
16547,4.2.1.100
16548,2.3.1.16
16548,2.3.1.9
16549,6.4.1.4
16549,7.2.4.5
16549,1.3.8.6
16550,1.1.1.368
16551,3.7.1.21
16552,3.7.1.21
16553,4.2.1.150
16554,1.1.1.35
16558,1.3.8.10
16559,1.3.8.11
13018,1.14.19.10
8075,5.5.1.4
8077,2.7.8.B13
12458,5.3.1.5
12458,5.3.1.4
12459,2.7.1.16
12460,5.3.1.4
7482,4.4.1.3
21997,1.4.1.2
12840,1.8.1.15
12841,2.8.4.2
12843,1.20.4.3
21988,4.1.1.32
21989,1.1.1.299
21989,1.1.1.81
21989,1.1.1.27
21989,1.1.1.96
21989,1.1.1.28
21989,1.1.1.38
21989,1.1.1.95
21989,1.1.1.82
21989,1.1.1.375
21989,1.1.1.85
21989,1.1.1.37
21989,1.1.1.337
21990,2.6.1.2
21991,2.6.1.1
21992,2.7.1.40
21993,4.1.1.32
13311,1.2.1.27
13312,1.14.12.24
13313,1.14.13.210
5308,1.1.1.10
5309,1.1.1.12
5310,1.1.1.307
5310,1.1.1.2
5310,1.1.1.21
5311,1.1.1.21
21941,1.14.12.23
22841,3.5.4.8
22842,3.5.4.9
22843,1.2.7.1
22844,4.3.1.4
22845,1.5.1.5
22846,2.3.1.8
22847,2.7.2.15
22847,2.7.2.1
22848,1.17.1.4
22849,4.3.1.17
22850,4.4.1.28
22850,4.3.1.17
22850,4.4.1.25
22850,4.4.1.35
22850,4.4.1.13
22851,3.5.99.10
22852,1.17.1.4
22853,3.5.1.10
22854,3.5.4.3
22855,1.17.1.9
22856,2.1.2.1
22857,2.1.2.4
22862,3.5.1.10
22863,2.1.2.4
22864,2.1.2.1
22865,1.17.1.4
22866,1.17.1.4
18050,1.4.1.13
18598,1.14.19.26
23223,1.14.12.23
11676,6.3.2.11
6846,3.5.4.8
6847,3.5.4.9
6848,4.3.1.4
6849,2.7.2.15
6849,2.7.2.1
6850,1.17.1.4
6851,1.17.1.4
6852,3.5.1.10
6853,3.5.4.3
6854,1.17.1.9
6855,2.1.2.4
6856,1.21.4.2
6857,1.17.1.4
6862,3.5.1.10
6863,2.1.2.4
6864,1.17.99.M4
18235,2.6.1.2
13722,3.5.2.17
13723,4.1.1.97
13724,1.7.3.3
18580,1.14.14.124
18582,1.14.14.125
18583,3.1.2.31
18584,2.3.1.238
18585,2.3.1.244
21843,1.14.18.4
21844,2.3.1.23
21845,2.7.8.2
20564,3.1.1.15
20565,1.2.1.26
20566,4.2.1.43
20567,4.2.1.25
20569,1.1.1.376
17741,1.2.1.47
17742,1.14.11.1
17743,1.14.11.8
22830,6.3.2.11
13184,1.4.1.4
13184,1.4.1.13
13184,1.4.1.3
8068,1.1.1.59
8069,2.6.1.18
8070,4.2.1.116
8071,6.2.1.17
8072,3.1.2.4
8073,1.3.8.1
12609,3.1.3.46
12610,2.7.1.105
18917,5.4.2.4
18918,3.1.3.80
18893,1.5.3.16
18893,1.5.3.17
18894,1.2.1.8
11655,4.99.1.8
14395,3.1.7.2
14396,3.6.1.40
14397,2.7.6.5
14398,2.7.4.6
14399,2.7.6.5
14400,3.1.7.2
13250,1.4.1.14
20018,1.4.3.22
20019,1.2.1.8
15040,4.1.1.104
15041,1.1.1.410
15042,2.7.1.217
15043,5.3.1.35
9666,5.4.2.10
9667,3.5.1.25
9668,1.3.1.98
9669,2.3.1.157
9670,2.5.1.7
9671,2.7.7.23
9672,2.7.1.170
9673,4.2.1.126
9674,6.3.2.45
9675,3.5.1.28
9676,3.2.1.52
9677,3.4.17.13
14294,3.5.1.6
14295,3.5.2.2
14296,1.3.1.2
17639,2.8.2.39
17640,1.14.14.48
17642,3.5.1.127
19211,2.7.1.12
12461,1.4.7.1
19621,4.1.1.11
17699,2.4.1.148
17700,2.4.1.147
17701,2.4.1.41
8471,2.7.1.170
8472,6.3.2.45
8473,2.7.1.221
8474,2.7.7.99
8475,3.1.3.105
8476,3.5.1.28
8477,3.2.1.52
8478,3.4.17.13
10573,4.1.2.14
10573,4.1.2.55
10574,4.3.1.29
10575,2.7.1.203
18107,1.14.13.228
22209,1.14.14.10
5303,1.4.1.4
5303,1.4.1.13
5303,1.4.1.3
14304,1.1.1.3
14305,1.2.1.11
14306,2.7.2.4
22114,1.8.1.4
22115,2.3.1.12
22116,1.2.4.1
10273,4.1.3.30
10274,2.3.3.5
10275,4.2.1.99
10276,4.2.1.117
10277,6.2.1.17
22345,2.1.1.103
22346,2.1.1.103
22347,2.1.1.71
9002,3.2.1.52
9003,3.2.1.52
9004,3.2.1.14
9005,3.2.1.202
9006,3.2.1.165
9006,3.2.1.52
16576,4.1.3.17
12971,3.5.99.5
12972,4.1.1.45
12973,1.2.1.32
12974,1.2.1.105
11769,2.7.1.32
11770,2.7.7.15
11771,2.7.8.2
9019,2.6.1.58
9024,2.6.1.58
22329,6.2.1.1
19901,4.1.3.30
19902,2.3.3.5
19903,4.2.1.79
19904,4.2.1.99
19905,6.2.1.17
23952,2.3.1.86
23953,2.3.1.86
23954,2.3.1.86
23955,2.3.1.86
23960,2.3.1.293
23961,4.2.1.M2
23962,2.3.1.294
23963,1.1.1.M9
23964,1.1.1.M9
23965,1.3.1.118
23966,4.2.1.M2
23967,4.2.1.M1
23968,1.3.1.118
23969,1.3.1.118
23974,2.3.1.294
23975,1.1.1.M9
23976,4.2.1.M1
23977,4.2.1.M2
23978,2.3.1.293
23979,1.3.1.118
23981,2.3.1.293
23982,3.1.3.12
23983,3.1.3.12
23984,3.1.3.12
23985,3.1.3.12
23986,3.1.3.12
23992,1.1.1.100
23993,1.1.1.M9
23994,1.3.1.118
23995,2.3.1.294
23996,1.1.1.M9
23997,1.1.1.M9
23998,4.2.1.M1
23999,1.3.1.118
24000,1.3.1.118
24001,2.3.1.294
24002,1.1.1.M9
24003,1.3.1.118
24004,4.2.1.M1
24005,2.3.1.293
24006,4.2.1.M2
24007,2.3.1.293
24008,1.1.1.M9
24009,1.3.1.118
24010,1.1.1.M9
24012,2.1.1.79
24013,2.3.1.293
24014,1.1.1.M9
24015,1.1.1.M9
24016,4.2.1.M1
24017,4.2.1.M1
24018,1.3.1.118
24019,4.2.1.M1
24020,1.3.1.118
24021,1.1.1.M9
24022,4.2.1.M1
24023,1.3.1.118
24024,5.3.3.14
24025,2.3.1.293
24026,4.2.1.M1
24027,4.2.1.M1
24028,2.3.1.294
24029,4.2.1.59
24031,2.3.1.293
24033,2.3.1.294
24034,1.3.1.118
24035,1.3.1.118
24036,1.1.1.100
24037,4.2.1.M1
24038,1.1.1.M9
24040,4.2.1.M1
24041,1.1.1.M9
24042,2.1.1.79
24044,2.3.1.41
24045,1.3.1.118
24046,2.3.1.294
24047,4.2.1.M1
24048,1.1.1.M9
24049,1.3.1.9
24050,1.3.1.118
24052,1.1.1.M9
24053,1.1.1.M9
24054,4.2.1.M1
24055,2.3.1.294
24056,4.2.1.M1
24057,6.4.1.3
24058,4.2.1.M2
24059,2.3.1.41
24061,4.2.1.M1
24062,1.3.1.118
24064,1.3.1.118
24068,1.1.1.M9
24070,2.3.1.86
24071,2.3.1.86
24072,1.3.1.118
24073,2.3.1.86
24074,2.3.1.86
24075,5.3.3.14
24076,2.3.1.86
24077,4.2.1.M2
24078,2.3.1.294
24079,2.3.1.294
24080,2.3.1.294
24081,1.3.1.118
24082,1.1.1.M9
24083,1.1.1.M9
24084,1.1.1.M9
24085,4.2.1.M2
24086,4.2.1.M2
24087,2.3.1.294
24088,5.3.3.14
24089,1.3.1.118
24090,1.3.1.118
24091,1.1.1.M9
24092,1.1.1.M9
24093,4.2.1.M2
24094,2.3.1.294
24095,2.3.1.294
24096,1.3.1.118
24097,2.3.1.293
24098,1.1.1.M9
24099,1.1.1.M9
24100,2.3.1.294
24101,4.2.1.M2
24102,2.3.1.294
24103,4.2.1.M1
24104,1.3.1.118
24105,2.3.1.294
24106,1.1.1.M9
24107,1.3.1.118
14298,2.7.8.24
4425,1.1.1.88
4426,4.1.3.4
9968,4.2.1.59
9969,1.1.1.100
9970,1.3.1.10
9970,1.3.1.39
9971,3.1.2.14
9971,3.1.2.21
9972,3.1.2.14
9972,3.1.2.21
9973,1.3.1.10
9973,1.3.1.39
9974,1.3.1.10
9974,1.3.1.39
9975,1.1.1.100
9976,1.3.1.10
9976,1.3.1.39
9977,1.1.1.100
9978,1.1.1.100
9979,4.2.1.59
9980,1.3.1.10
9980,1.3.1.39
9981,3.1.2.21
9982,4.2.1.59
9983,3.1.2.14
9984,1.1.1.100
9985,4.2.1.59
9986,1.3.1.10
9986,1.3.1.39
9987,1.1.1.100
9988,4.2.1.59
9989,2.3.1.41
9990,2.3.1.41
9991,2.3.1.41
9992,2.3.1.41
9993,2.3.1.41
9994,4.2.1.59
15841,2.1.1.103
15842,2.7.7.15
15843,2.7.8.2
15844,2.1.1.103
15845,2.1.1.103
18404,4.2.1.170
18405,2.3.3.17
18406,2.6.1.88
11935,4.1.1.104
11936,1.1.1.411
11937,2.7.1.217
11938,5.3.1.35
22139,6.4.1.3
22140,5.4.99.2
19991,3.1.1.4
19992,2.3.1.23
19993,2.3.1.158
18550,2.3.1.199
18551,1.1.1.330
18552,4.2.1.134
18553,1.3.1.93
18554,2.3.1.199
18555,1.1.1.330
18556,4.2.1.134
18557,1.3.1.93
18558,2.3.1.199
18559,1.1.1.330
18560,4.2.1.134
18561,1.3.1.93
18562,2.3.1.199
18563,1.1.1.330
18564,4.2.1.134
18565,1.3.1.93
18566,2.3.1.199
18567,1.1.1.330
18568,4.2.1.134
18569,1.3.1.93
4844,2.1.1.103
4845,2.1.1.71
4846,2.7.7.57
4847,2.1.1.71
21413,5.4.2.3
21414,3.5.1.25
21415,2.7.1.59
21416,2.7.1.8
21417,3.5.99.6
21418,2.4.1.280
21301,1.1.1.408
21302,4.1.1.104
21303,2.7.1.219
14299,1.1.1.59
14300,1.2.1.27
14300,1.2.1.18
14301,4.2.1.116
14302,3.1.2.4
14303,1.3.3.6
10245,4.2.1.59
10246,1.1.1.100
10247,2.3.1.41
10247,2.3.1.86
10247,2.3.1.85
10247,2.3.1.179
10248,2.3.1.41
10248,2.3.1.86
10248,2.3.1.85
10248,2.3.1.179
10249,1.3.1.10
10249,1.3.1.39
10250,1.3.1.10
10250,1.3.1.39
10251,1.1.1.100
10252,1.3.1.10
10252,1.3.1.39
10253,4.2.1.59
10254,2.3.1.179
10254,2.3.1.41
10255,1.1.1.100
10256,4.2.1.59
10257,2.3.1.179
10257,2.3.1.41
23509,2.3.1.23
12834,2.3.1.30
12835,2.5.1.47
12836,4.4.1.13
12837,2.1.1.14
13887,4.1.3.34
13888,2.8.3.10
21085,1.13.11.63
21086,1.1.1.300
21087,2.3.1.135
21090,3.1.1.1
21091,3.1.1.3
16582,2.3.1.207
16583,1.1.1.35
16584,2.3.1.16
16585,6.2.1.3
16586,4.2.1.17
16587,1.3.8.7
12547,2.1.1.17
12548,2.1.1.71
12549,2.1.1.71
6554,2.3.1.31
6555,2.5.1.49
5514,2.1.1.137
5515,2.1.1.137
5516,1.20.4.1
